Unnamed: 0,id,league_id,home_team,away_team,home_team_name,away_team_name,home_goals,away_goals,home_team_players_name,home_team_players_id,away_team_players_name,away_team_players_id
172,18841697,8,15,1,Aston Villa,West Ham United,3,1,"['Emiliano Martínez', 'Matty Cash', 'Ezri Konsa', 'Douglas Luiz', 'John McGinn', 'Ollie Watkins', 'Lucas Digne', 'Pau Torres', 'Moussa Diaby', 'Nicolò Zaniolo', 'Boubacar Kamara']","[1343, 6524, 7124, 225000, 172611, 12145, 95368, 380970, 432913, 133127, 97626]","['Kurt Zouma', 'Vladimír Coufal', 'James Ward-Prowse', 'Michail Antonio', 'Lucas Paquetá', 'Edson Álvarez', 'Jarrod Bowen', 'Alphonse Aréola', 'Nayef Aguerd', 'Tomáš Souček', 'Emerson Palmieri']","[1316, 80304, 1155, 1922, 220052, 254052, 1592, 95393, 516291, 80655, 129794]"
173,18841696,8,29,52,Wolverhampton Wanderers,AFC Bournemouth,2,1,"['José Sá', 'Matt Doherty', 'Rayan Aït Nouri', 'B. Traoré', 'Pedro Neto', 'João Gomes', 'Hwang Hee-Chan', 'Matheus Cunha', 'Craig Dawson', 'Max Kilman', 'Toti Gomes']","[159483, 3884, 13590962, 36084757, 496775, 37402348, 52868, 1846739, 1183, 498161, 29303604]","['Neto', 'Miloš Kerkez', 'Lewis Cook', 'Lloyd Kelly', 'David Brooks', 'Dominic Solanke', 'Alex Scott', 'Marcus Tavernier', 'Illia Zabarnyi', 'Philip Billing', 'Max Aarons']","[128798, 37381778, 1834, 7655, 9808, 4203, 37550443, 537493, 24065255, 6087, 1494663]"
174,18841695,8,29,15,Wolverhampton Wanderers,Aston Villa,1,1,"['José Sá', 'Rayan Aït Nouri', 'Mario Lemina', 'Pedro Neto', 'João Gomes', 'Hwang Hee-Chan', 'Matheus Cunha', 'Craig Dawson', 'Nélson Semedo', 'Max Kilman', 'Toti Gomes']","[159483, 13590962, 96017, 496775, 37402348, 52868, 1846739, 1183, 160110, 498161, 29303604]","['Emiliano Martínez', 'Matty Cash', 'Diego Carlos', 'Ezri Konsa', 'Douglas Luiz', 'John McGinn', 'Ollie Watkins', 'Lucas Digne', 'Pau Torres', 'Moussa Diaby', 'Boubacar Kamara']","[1343, 6524, 96689, 7124, 225000, 172611, 12145, 95368, 380970, 432913, 97626]"
175,18841694,8,1,20,West Ham United,Newcastle United,2,2,"['Kurt Zouma', 'Vladimír Coufal', 'James Ward-Prowse', 'Michail Antonio', 'Lucas Paquetá', 'Edson Álvarez', 'Jarrod Bowen', 'Alphonse Aréola', 'Nayef Aguerd', 'Tomáš Souček', 'Emerson Palmieri']","[1316, 80304, 1155, 1922, 220052, 254052, 1592, 95393, 516291, 80655, 129794]","['Kieran Trippier', 'Fabian Schär', 'Jamaal Lascelles', 'Sandro Tonali', 'Alexander Isak', 'Nick Pope', 'Miguel Almirón', 'Elliot Anderson', 'Dan Burn', 'Sean Longstaff', 'Bruno Guimarães']","[1016, 32372, 2985, 2823228, 34053, 2763, 257663, 332047, 2815, 173737, 459145]"
176,18841693,8,14,236,Manchester United,Brentford,2,1,"['Victor Lindelöf', 'Sofyan Amrabat', 'Harry Maguire', 'Mason Mount', 'Bruno Fernandes', 'Marcus Rashford', 'Rasmus Højlund', 'Casemiro', 'Diogo Dalot', 'André Onana', 'Jonny Evans']","[160206, 25489, 2884, 537121, 129602, 1878, 37325012, 159700, 164061, 26393, 612]","['Aaron Hickey', 'Ethan Pinnock', 'Christian Nörgaard', 'Mathias Jensen', 'Yoane Wissa', 'Bryan Mbeumo', 'Kristoffer Ajer', 'Thomas Strakosha', 'Nathan Collins', 'Vitaly Janelt', 'Mads Roerslev']","[27440826, 15665, 31609, 84426, 96928, 529689, 151418, 129394, 11705403, 36633, 456067]"
177,18841692,8,115,6,Luton Town,Tottenham Hotspur,0,1,"['Tom Lockyer', 'Mads Juel Andersen', 'Chiedozie Ogbene', 'Carlton Morris', 'Elijah Adebayo', 'Marvelous Nakamba', 'Reece Burke', 'Pelly Ruddock Mpanzu', 'Jacob Brown', 'Thomas Kaminski', 'Alfie Doughty']","[9536, 85277, 122090, 6618, 1494694, 25126, 1291, 12129, 7278, 61107, 21762789]","['Heung-min Son', 'Yves Bissouma', 'Richarlison', 'James Maddison', 'Guglielmo Vicario', 'Cristian Romero', 'Dejan Kulusevski', 'Pedro Porro', 'Pape Matar Sarr', 'Micky van de Ven', 'Destiny Udogie']","[4313, 96870, 219633, 6838, 133779, 333731, 14338024, 8456257, 37342694, 37296248, 32777506]"
178,18841691,8,11,21,Fulham,Sheffield United,3,1,"['Tim Ream', 'Bobby Reid', 'Bernd Leno', 'Andreas Pereira', 'Willian', 'Timothy Castagne', 'Alex Iwobi', 'João Palhinha', 'Carlos Vinícius', 'Issa Diop', 'Antonee Robinson']","[2454, 3140, 31342, 1004, 1317, 62337, 1881, 160072, 463153, 96799, 581067]","['Auston Trusty', 'Chris Basham', 'Gustavo Hamer', 'Oliver McBurnie', 'Cameron Archer', 'Luke Thomas', 'Anel Ahmedhodžić', 'Oliver Norwood', 'Wes Foderingham', 'Jayden Bogle', 'Vinícius Souza']","[262280, 506, 26813, 4746, 28912777, 10309700, 7118, 2321, 3478, 581158, 32031212]"
179,18841690,8,52,13,AFC Bournemouth,Everton,0,3,"['Neto', 'Miloš Kerkez', 'Lewis Cook', 'Dominic Solanke', 'Ryan Christie', 'Dango Ouattara', 'Adam Smith', 'Marcus Tavernier', 'Marcos Senesi', 'Illia Zabarnyi', 'Philip Billing']","[128798, 37381778, 1834, 4203, 172752, 37543248, 1095, 537493, 333989, 24065255, 6087]","['Jordan Pickford', 'James Tarkowski', 'Dwight McNeil', 'Amadou Onana', 'Dominic Calvert-Lewin', 'Jack Harrison', 'Abdoulaye Doucouré', 'Ashley Young', 'Vitaliy Mykolenko', 'Jarrad Branthwaite', 'James Garner']","[1826, 1639, 4598726, 22878573, 5141, 262274, 2144, 165, 537271, 32404895, 4536524]"
180,18841689,8,63,51,Nottingham Forest,Crystal Palace,0,0,"['Matt Turner', 'Orel Mangala', 'Ibrahim Sangaré', 'Morgan Gibbs-White', 'Chris Wood', 'Callum Hudson-Odoi', 'Harry Toffolo', 'Nicolás Domínguez', 'Serge Aurier', 'Willy Boly', 'Murillo']","[262551, 523939, 96943, 7926, 914, 2875858, 3463, 335653, 95094, 95348, 37627036]","['Sam Johnstone', 'Tyrick Mitchell', 'Marc Guéhi', 'Jordan Ayew', 'Jean-Philippe Mateta', 'Jeffrey Schlupp', 'Joachim Andersen', 'Nathaniel Clyne', 'Will Hughes', 'Odsonne Édouard', 'Jaïro Riedewald']","[1008, 4598710, 4536500, 1038, 96950, 927, 25284, 1202, 2332, 96792, 25399]"
181,18841688,8,18,27,Chelsea,Burnley,2,2,"['Robert Sánchez', 'Axel Disasi', 'Marc Cucurella', 'Thiago Silva', 'Raheem Sterling', 'Enzo Fernández', 'Armando Broja', 'Cole Palmer', 'Conor Gallagher', 'Moisés Caicedo', 'Levi Colwill']","[581000, 100385, 448448, 95792, 802, 29709995, 23697427, 28912747, 1494245, 37261500, 37259180]","['James Trafford', 'Charlie Taylor', 'Josh Brownhill\xa0', 'Sander Berge', 'Lyle Foster', 'Vitinho', 'Josh Cullen', 'Ameen Al-Dakhil', 'Mike Trésor', 'Hannes Delcroix', 'Wilson Odobert']","[28575686, 3300, 3143, 64193, 4243070, 9302767, 4244, 24817168, 538850, 64296, 37593240]"
182,18841687,8,8,78,Liverpool,Brighton & Hove Albion,1,2,"['Alisson', 'Virgil van Dijk', 'Luis Díaz', 'Dominik Szoboszlai', 'Darwin Núñez', 'Alexis Mac Allister', 'Mohamed Salah', 'Harvey Elliott', 'Andrew Robertson', 'Joël Matip', 'Trent Alexander-Arnold']","[129820, 1743, 241036, 785998, 6013424, 216612, 4125, 23269836, 1078, 1920, 1917]","['Bart Verbruggen', 'Igor Júlio', 'Lewis Dunk', 'Solly March', 'João Pedro', 'Pascal Groß', 'Carlos Baleba', 'Kaoru Mitoma', 'Simon Adingra', 'Evan Ferguson', 'Joël Veltman']","[37257596, 54191, 2461, 2423, 28931574, 31504, 37588823, 21437534, 37555816, 37253456, 24655]"
183,18841686,8,19,9,Arsenal,Manchester City,1,0,"['William Saliba', 'Ben White', 'Gabriel Magalhães', 'Martin Ødegaard', 'Gabriel Jesus', 'Eddie Nketiah', 'Leandro Trossard', 'Jorginho', 'David Raya', 'Oleksandr Zinchenko', 'Declan Rice']","[17544737, 3259, 97811, 26823, 5329, 539961, 61780, 129511, 3130, 26603, 5273]","['Kyle Walker', 'Rúben Dias', 'Nathan Aké', 'Mateo Kovačić', 'Erling Haaland', 'Julián Álvarez', 'Bernardo Silva', 'Joško Gvardiol', 'Ederson', 'Phil Foden', 'Rico Lewis']","[911, 162536, 1869, 73147, 154421, 21394947, 96353, 24838191, 159142, 336133, 37459073]"
184,18841685,8,9,29,Manchester City,Wolverhampton Wanderers,2,1,"['Kyle Walker', 'Rúben Dias', 'Nathan Aké', 'Mateo Kovacic', 'Erling Haaland\xa0', 'Jérémy Doku', 'Julián Álvarez', 'Manuel Akanji', 'Matheus Nunes', 'Ederson', 'Phil Foden']","[911, 162536, 1869, 73147, 154421, 23697990, 21394947, 198062, 21781428, 159142, 336133]","['José Sá', 'Rayan Aït-Nouri', 'Mario Lemina', 'Pedro Neto', 'João Gomes', 'Hee-chan Hwang', 'Matheus Cunha', 'Craig Dawson', 'Nélson Semedo', 'Max Kilman', 'Toti']","[159483, 13590962, 96017, 496775, 37402348, 52868, 1846739, 1183, 160110, 498161, 29303604]"
185,18841684,8,1,21,West Ham United,Sheffield United,2,0,"['Kurt Zouma', 'Vladimír Coufal', 'James Ward-Prowse', 'Michail Antonio', 'Lucas Paquetá', 'Edson Álvarez', 'Jarrod Bowen', 'Alphonse Aréola', 'Nayef Aguerd', 'Tomáš Souček', 'Emerson Palmieri']","[1316, 80304, 1155, 1922, 220052, 254052, 1592, 95393, 516291, 80655, 129794]","['Gustavo Hamer', 'Oliver McBurnie', 'Cameron Archer', 'John Egan', 'Luke Thomas', 'Anel Ahmedhodžić', 'Wes Foderingham', 'Jack Robinson', 'Jayden Bogle', 'Vinícius Souza', 'James McAtee']","[26813, 4746, 28912777, 3305, 10309700, 7118, 3478, 1022, 581158, 32031212, 28575676]"
186,18841683,8,6,8,Tottenham Hotspur,Liverpool,1,2,"['Heung-min Son', 'Yves Bissouma', 'Richarlison', 'James Maddison', 'Guglielmo Vicario', 'Cristian Romero', 'Dejan Kulusevski', 'Pedro Porro', 'Pape Matar Sarr', 'Micky van de Ven', 'Destiny Udogie']","[4313, 96870, 219633, 6838, 133779, 333731, 14338024, 8456257, 37342694, 37296248, 32777506]","['Alisson', 'Joe Gomez', 'Virgil van Dijk', 'Luis Díaz', 'Dominik Szoboszlai', 'Alexis Mac Allister', 'Mohamed Salah', 'Curtis Jones', 'Cody Gakpo', 'Andrew Robertson', 'Joël Matip']","[129820, 1453, 1743, 241036, 785998, 216612, 4125, 4545513, 30062, 1078, 1920]"
187,18841682,8,63,236,Nottingham Forest,Brentford,1,1,"['Matt Turner', 'Orel Mangala', 'Ibrahim Sangaré', 'Taiwo Awoniyi', 'Callum Hudson-Odoi', 'Nicolás Domínguez', 'Moussa Niakhaté', 'Anthony Elanga', 'Serge Aurier', 'Willy Boly', 'Murillo']","[262551, 523939, 96943, 26506, 2875858, 335653, 98874, 28912805, 95094, 95348, 37627036]","['Mark Flekken', 'Aaron Hickey', 'Ethan Pinnock', 'Christian Nörgaard', 'Mathias Jensen', 'Yoane Wissa', 'Bryan Mbeumo', 'Kristoffer Ajer', 'Nathan Collins', 'Keane Lewis-Potter', 'Vitaly Janelt']","[34737, 27440826, 15665, 31609, 84426, 96928, 529689, 151418, 11705403, 28552845, 36633]"
188,18841681,8,20,27,Newcastle United,Burnley,1,0,"['Kieran Trippier', 'Fabian Schär', 'Jamaal Lascelles', 'Anthony Gordon', 'Alexander Isak', 'Nick Pope', 'Miguel Almirón', 'Elliot Anderson', 'Dan Burn', 'Sean Longstaff', 'Bruno Guimarães']","[1016, 32372, 2985, 9611543, 34053, 2763, 257663, 332047, 2815, 173737, 459145]","['James Trafford', 'Charlie Taylor', 'Jordan Beyer', 'Josh Brownhill\xa0', 'Connor Roberts', 'Sander Berge', 'Aaron Ramsey', 'Josh Cullen', 'Zeki Amdouni', 'Ameen Al-Dakhil', 'Luca Koleosho']","[28575686, 3300, 3861826, 3143, 5410, 64193, 28912768, 4244, 37261110, 24817168, 37622998]"
189,18841680,8,14,51,Manchester United,Crystal Palace,0,1,"['Victor Lindelöf', 'Sofyan Amrabat', 'Harry Maguire', 'Mason Mount', 'Bruno Fernandes', 'Marcus Rashford', 'Rasmus Højlund', 'Christian Eriksen', 'Casemiro', 'Raphaël Varane', 'Diogo Dalot', 'André Onana', 'Facundo Pellistri']","[160206, 25489, 2884, 537121, 129602, 1878, 37325012, 992, 159700, 95807, 164061, 26393, 20673398]","['Sam Johnstone', 'Joel Ward', 'Tyrick Mitchell', 'Marc Guéhi', 'Jordan Ayew', 'Eberechi Eze', 'Jean-Philippe Mateta', 'Jeffrey Schlupp', 'Joachim Andersen', 'Will Hughes', 'Cheick Doucouré']","[1008, 692, 4598710, 4536500, 1038, 7643, 96950, 927, 25284, 2332, 5640926]"
190,18841679,8,18,11,Chelsea,Fulham,2,0,"['Robert Sánchez', 'Axel Disasi', 'Marc Cucurella', 'Thiago Silva', 'Enzo Fernández', 'Mykhaylo Mudryk', 'Armando Broja', 'Cole Palmer', 'Conor Gallagher', 'Moisés Caicedo', 'Levi Colwill']","[581000, 100385, 448448, 95792, 29709995, 9938919, 23697427, 28912747, 1494245, 37261500, 37259180]","['Harrison Reed', 'Raúl Jiménez', 'Harry Wilson', 'Tim Ream', 'Bernd Leno', 'Andreas Pereira', 'Willian', 'Timothy Castagne', 'João Palhinha', 'Issa Diop', 'Antonee Robinson']","[1409, 160217, 5403, 2454, 31342, 1004, 1317, 62337, 160072, 96799, 581067]"
191,18841678,8,13,115,Everton,Luton Town,1,2,"['Jordan Pickford', 'James Tarkowski', 'Dwight McNeil', 'Amadou Onana', 'Dominic Calvert-Lewin', 'Abdoulaye Doucouré', 'Ashley Young', 'Vitaliy Mykolenko', 'Idrissa Gueye', 'Jarrad Branthwaite', 'James Garner']","[1826, 1639, 4598726, 22878573, 5141, 2144, 165, 537271, 1030, 32404895, 4536524]","['Tom Lockyer', 'Chiedozie Ogbene', 'Carlton Morris', 'Issa Kaboré', 'Marvelous Nakamba', 'Reece Burke', 'Pelly Ruddock Mpanzu', 'Jacob Brown', 'Thomas Kaminski', ""Amari'i Bell"", 'Alfie Doughty']","[9536, 122090, 6618, 30446925, 25126, 1291, 12129, 7278, 61107, 6049, 21762789]"
192,18841677,8,78,15,Brighton & Hove Albion,Aston Villa,2,5,"['Adam Webster', 'Lewis Dunk', 'Solly March', 'Billy Gilmour', 'Danny Welbeck', 'Kaoru Mitoma', 'Jason Steele', 'Evan Ferguson', 'Pervis Estupiñán', 'Joël Veltman', 'Jack Hinshelwood']","[6504, 2461, 2423, 6599973, 627, 21437534, 2683, 37253456, 187969, 24655, 37561625]","['Emiliano Martínez', 'Matty Cash', 'Ezri Konsa', 'Douglas Luiz', 'John McGinn', 'Ollie Watkins', 'Lucas Digne', 'Pau Torres', 'Moussa Diaby', 'Nicolò Zaniolo', 'Boubacar Kamara']","[1343, 6524, 7124, 225000, 172611, 12145, 95368, 380970, 432913, 133127, 97626]"
193,18841676,8,52,19,AFC Bournemouth,Arsenal,0,2,"['Neto', 'Miloš Kerkez', 'Lewis Cook', 'Dominic Solanke', 'Ryan Christie', 'Marcus Tavernier', 'Justin Kluivert', 'Marcos Senesi', 'Illia Zabarnyi', 'Philip Billing', 'Max Aarons']","[128798, 37381778, 1834, 4203, 172752, 537493, 26803, 333989, 24065255, 6087, 1494663]","['William Saliba', 'Ben White', 'Gabriel Magalhães', 'Bukayo Saka', 'Martin Ødegaard', 'Gabriel Jesus', 'Eddie Nketiah', 'David Raya', 'Kai Havertz', 'Oleksandr Zinchenko', 'Declan Rice']","[17544737, 3259, 97811, 16827155, 26823, 5329, 539961, 3130, 32612, 26603, 5273]"
194,18841675,8,21,20,Sheffield United,Newcastle United,0,8,"['Gustavo Hamer', 'Cameron Archer', 'John Egan', 'Luke Thomas', 'Anel Ahmedhodžić', 'Oliver Norwood', 'Wes Foderingham', 'Jack Robinson', 'Jayden Bogle', 'Vinícius Souza', 'James McAtee']","[26813, 28912777, 3305, 10309700, 7118, 2321, 3478, 1022, 581158, 32031212, 28575676]","['Kieran Trippier', 'Sven Botman', 'Fabian Schär', 'Callum Wilson', 'Harvey Barnes', 'Nick Pope', 'Miguel Almirón', 'Elliot Anderson', 'Dan Burn', 'Sean Longstaff', 'Bruno Guimarães']","[1016, 5270468, 32372, 1065, 10601, 2763, 257663, 332047, 2815, 173737, 459145]"
195,18841674,8,9,63,Manchester City,Nottingham Forest,2,0,"['Kyle Walker', 'Rúben Dias', 'Erling Haaland', 'Jeremy Doku', 'Rodri', 'Julián Álvarez', 'Joško Gvardiol', 'Manuel Akanji', 'Matheus Nunes', 'Ederson', 'Phil Foden']","[911, 162536, 154421, 23697990, 186910, 21394947, 24838191, 198062, 21781428, 159142, 336133]","['Matt Turner', 'Nuno Tavares', 'Orel Mangala', 'Ibrahim Sangaré', 'Taiwo Awoniyi', 'Morgan Gibbs-White', 'Nicolás Domínguez', 'Moussa Niakhaté', 'Serge Aurier', 'Willy Boly', 'Ola Aina']","[262551, 9308193, 523939, 96943, 26506, 7926, 335653, 98874, 95094, 95348, 1956]"
196,18841673,8,115,29,Luton Town,Wolverhampton Wanderers,0,1,"['Tom Lockyer', 'Chiedozie Ogbene', 'Carlton Morris', 'Issa Kaboré', 'Marvelous Nakamba', 'Reece Burke', 'Jacob Brown', 'Thomas Kaminski', 'Albert Sambi Lokonga', ""Amari'i Bell"", 'Alfie Doughty']","[9536, 122090, 6618, 30446925, 25126, 1291, 7278, 61107, 538907, 6049, 21762789]","['José Sá', 'Rayan Aït Nouri', 'Mario Lemina', 'Pedro Neto', 'João Gomes', 'Hwang Hee-Chan', 'Matheus Cunha', 'Craig Dawson', 'Nélson Semedo', 'Max Kilman', 'Jean-Ricner Bellegarde']","[159483, 13590962, 96017, 496775, 37402348, 52868, 1846739, 1183, 160110, 498161, 99076]"
197,18841672,8,1,8,West Ham United,Liverpool,1,2,"['Kurt Zouma', 'Vladimír Coufal', 'James Ward-Prowse', 'Michail Antonio', 'Lucas Paquetá', 'Edson Álvarez', 'Jarrod Bowen', 'Alphonse Aréola', 'Nayef Aguerd', 'Tomáš Souček', 'Emerson Palmieri']","[1316, 80304, 1155, 1922, 220052, 254052, 1592, 95393, 516291, 80655, 129794]","['Alisson', 'Joe Gomez', 'Virgil van Dijk', 'Luis Díaz', 'Dominik Szoboszlai', 'Darwin Núñez', 'Alexis Mac Allister', 'Mohamed Salah', 'Curtis Jones', 'Andrew Robertson', 'Joël Matip']","[129820, 1453, 1743, 241036, 785998, 6013424, 216612, 4125, 4545513, 1078, 1920]"
198,18841671,8,51,11,Crystal Palace,Fulham,0,0,"['Sam Johnstone', 'Joel Ward', 'Tyrick Mitchell', 'Marc Guéhi', 'Jordan Ayew', 'Eberechi Eze', 'Jeffrey Schlupp', 'Joachim Andersen', 'Will Hughes', 'Odsonne Édouard', 'Cheick Doucouré']","[1008, 692, 4598710, 4536500, 1038, 7643, 927, 25284, 2332, 96792, 5640926]","['Harrison Reed', 'Raúl Jiménez', 'Tim Ream', 'Bobby Reid', 'Bernd Leno', 'Andreas Pereira', 'Willian', 'Timothy Castagne', 'João Palhinha', 'Issa Diop', 'Antonee Robinson']","[1409, 160217, 2454, 3140, 31342, 1004, 1317, 62337, 160072, 96799, 581067]"
199,18841670,8,15,18,Aston Villa,Chelsea,1,0,"['Emiliano Martínez', 'Matty Cash', 'Ezri Konsa', 'Douglas Luiz', 'John McGinn', 'Ollie Watkins', 'Lucas Digne', 'Pau Torres', 'Moussa Diaby', 'Nicolò Zaniolo', 'Boubacar Kamara']","[1343, 6524, 7124, 225000, 172611, 12145, 95368, 380970, 432913, 133127, 97626]","['Robert Sánchez', 'Axel Disasi', 'Thiago Silva', 'Raheem Sterling', 'Enzo Fernández', 'Mykhaylo Mudryk', 'Nicolas Jackson', 'Conor Gallagher', 'Moisés Caicedo', 'Levi Colwill', 'Malo Gusto']","[581000, 100385, 95792, 802, 29709995, 9938919, 37540621, 1494245, 37261500, 37259180, 37317367]"
200,18841669,8,27,14,Burnley,Manchester United,0,1,"['James Trafford', 'Charlie Taylor', 'Jordan Beyer', 'Jóhann Berg Gudmundsson', 'Josh Brownhill\xa0', 'Connor Roberts', 'Aaron Ramsey', 'Josh Cullen', 'Zeki Amdouni', 'Ameen Al-Dakhil', 'Luca Koleosho']","[28575686, 3300, 3861826, 1611, 3143, 5410, 28912768, 4244, 37261110, 24817168, 37622998]","['Victor Lindelöf', 'Bruno Fernandes', 'Marcus Rashford', 'Rasmus Winther Højlund', 'Sergio Reguilón', 'Casemiro', 'Diogo Dalot', 'André Onana', 'Jonny Evans', 'Scott McTominay', 'Hannibal Mejbri']","[160206, 129602, 1878, 37325012, 380886, 159700, 164061, 26393, 612, 455376, 37316858]"
201,18841668,8,52,78,AFC Bournemouth,Brighton & Hove Albion,2,2,"['Neto', 'Miloš Kerkez', 'Lewis Cook', 'Lloyd Kelly', 'Dominic Solanke', 'Ryan Christie', 'Marcus Tavernier', 'Justin Kluivert', 'Illia Zabarnyi', 'Philip Billing', 'Max Aarons']","[128798, 37381778, 1834, 7655, 4203, 172752, 537493, 26803, 24065255, 6087, 1494663]","['Bart Verbruggen', 'Adam Webster', 'Lewis Dunk', 'Mahmoud Dahoud', 'Billy Gilmour', 'Danny Welbeck', 'Simon Adingra', 'Evan Ferguson', 'Pervis Estupiñán', 'Joël Veltman', 'Facundo Buonanotte']","[37257596, 6504, 2461, 32347, 6599973, 627, 37555816, 37253456, 187969, 24655, 37568149]"
202,18841667,8,13,236,Everton,Brentford,3,1,"['Jordan Pickford', 'James Tarkowski', 'Dwight McNeil', 'Amadou Onana', 'Beto', 'Abdoulaye Doucouré', 'Ashley Young', 'Vitaliy Mykolenko', 'Idrissa Gueye', 'Jarrad Branthwaite', 'James Garner']","[1826, 1639, 4598726, 22878573, 21773178, 2144, 165, 537271, 1030, 32404895, 4536524]","['Mark Flekken', 'Aaron Hickey', 'Ethan Pinnock', 'Christian Nörgaard', 'Mathias Jensen', 'Yoane Wissa', 'Bryan Mbeumo', 'Nathan Collins', 'Keane Lewis-Potter', 'Vitaly Janelt', 'Mads Roerslev']","[34737, 27440826, 15665, 31609, 84426, 96928, 529689, 11705403, 28552845, 36633, 456067]"
203,18841666,8,19,6,Arsenal,Tottenham Hotspur,0,3,"['William Saliba', 'Ben White', 'Gabriel Magalhães', 'Bukayo Saka', 'Martin Ødegaard', 'Gabriel Jesus', 'Eddie Nketiah', 'Fábio Vieira', 'David Raya', 'Oleksandr Zinchenko', 'Declan Rice']","[17544737, 3259, 97811, 16827155, 26823, 5329, 539961, 5270497, 3130, 26603, 5273]","['Heung-min Son', 'Yves Bissouma', 'James Maddison', 'Guglielmo Vicario', 'Cristian Romero', 'Dejan Kulusevski', 'Brennan Johnson', 'Pedro Porro', 'Pape Matar Sarr', 'Micky van de Ven', 'Destiny Udogie']","[4313, 96870, 6838, 133779, 333731, 14338024, 25930790, 8456257, 37342694, 37296248, 32777506]"
204,18841665,8,8,29,Liverpool,Wolverhampton Wanderers,2,2,"['Alisson', 'Joe Gomez', 'Dominik Szoboszlai', 'Alexis Mac Allister', 'Mohamed Salah', 'Curtis Jones', 'Cody Gakpo', 'Diogo Jota', 'Andrew Robertson', 'Joël Matip', 'Jarell Quansah']","[129820, 1453, 785998, 216612, 4125, 4545513, 30062, 159917, 1078, 1920, 37259163]","['José Sá', 'Rayan Aït Nouri', 'Mario Lemina', 'Pedro Neto', 'João Gomes', 'Hwang Hee-Chan', 'Matheus Cunha', 'Craig Dawson', 'Nélson Semedo', 'Max Kilman', 'Jean-Ricner Bellegarde']","[159483, 13590962, 96017, 496775, 37402348, 52868, 1846739, 1183, 160110, 498161, 99076]"
205,18841664,8,9,1,Manchester City,West Ham United,3,1,"['Kyle Walker', 'Rúben Dias', 'Erling Haaland', 'Jeremy Doku', 'Rodri', 'Julián Álvarez', 'Bernardo Silva', 'Joško Gvardiol', 'Manuel Akanji', 'Ederson', 'Phil Foden']","[911, 162536, 154421, 23697990, 186910, 21394947, 96353, 24838191, 198062, 159142, 336133]","['Kurt Zouma', 'Vladimír Coufal', 'James Ward-Prowse', 'Michail Antonio', 'Lucas Paquetá', 'Edson Álvarez', 'Jarrod Bowen', 'Alphonse Aréola', 'Nayef Aguerd', 'Tomáš Souček', 'Emerson Palmieri']","[1316, 80304, 1155, 1922, 220052, 254052, 1592, 95393, 516291, 80655, 129794]"
206,18841663,8,6,21,Tottenham Hotspur,Sheffield United,2,1,"['Heung-min Son', 'Yves Bissouma', 'James Maddison', 'Guglielmo Vicario', 'Cristian Romero', 'Dejan Kulusevski', 'Pedro Porro', 'Manor Solomon', 'Pape Matar Sarr', 'Micky van de Ven', 'Destiny Udogie']","[4313, 96870, 6838, 133779, 333731, 14338024, 8456257, 125482, 37342694, 37296248, 32777506]","['Chris Basham', 'Gustavo Hamer', 'Oliver McBurnie', 'Cameron Archer', 'Luke Thomas', 'Anel Ahmedhodžić', 'Wes Foderingham', 'Jack Robinson', 'Jayden Bogle', 'Vinícius Souza', 'James McAtee']","[506, 26813, 4746, 28912777, 10309700, 7118, 3478, 1022, 581158, 32031212, 28575676]"
207,18841662,8,63,27,Nottingham Forest,Burnley,1,1,"['Matt Turner', 'Joe Worrall', 'Orel Mangala', 'Ibrahim Sangaré', 'Taiwo Awoniyi', 'Morgan Gibbs-White', 'Callum Hudson-Odoi', 'Anthony Elanga', 'Scott McKenna', 'Gonzalo Montiel', 'Ola Aina']","[262551, 7176, 523939, 96943, 26506, 7926, 2875858, 28912805, 173047, 333781, 1956]","['James Trafford', 'Charlie Taylor', 'Jordan Beyer', 'Jóhann Berg Gudmundsson', 'Josh Brownhill\xa0', 'Connor Roberts', 'Lyle Foster', 'Josh Cullen', 'Zeki Amdouni', 'Ameen Al-Dakhil', 'Luca Koleosho']","[28575686, 3300, 3861826, 1611, 3143, 5410, 4243070, 4244, 37261110, 24817168, 37622998]"
208,18841661,8,20,236,Newcastle United,Brentford,0,0,"['Kieran Trippier', 'Sven Botman', 'Fabian Schär', 'Callum Wilson', 'Anthony Gordon', 'Matt Targett', 'Alexander Isak', 'Harvey Barnes', 'Nick Pope', 'Elliot Anderson', 'Dan Burn', 'Sean Longstaff', 'Bruno Guimarães']","[1016, 5270468, 32372, 1065, 9611543, 1387, 34053, 10601, 2763, 332047, 2815, 173737, 459145]","['Mark Flekken', 'Aaron Hickey', 'Rico Henry', 'Ethan Pinnock', 'Christian Nörgaard', 'Mathias Jensen', 'Yoane Wissa', 'Ben Mee', 'Bryan Mbeumo', 'Nathan Collins', 'Vitaly Janelt']","[34737, 27440826, 7993, 15665, 31609, 84426, 96928, 1460, 529689, 11705403, 36633]"
